SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
4000,ÇOCUK,Elbise,Kısa kollu elbise,116709,144430499 MIDI TUTU DRESS TÜL ELBISE,495,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,18,120.0,228.17
4000,ÇOCUK,Elbise,Kısa kollu elbise,116754,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,118,120.0,218.57
4000,ÇOCUK,Elbise,Kısa kollu elbise,116610,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,163,120.0,214.74
4000,ÇOCUK,Elbise,Kısa kollu elbise,117007,144430499 MIDI TUTU DRESS TÜL ELBISE,524,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,144,120.0,212.2
4000,ÇOCUK,Elbise,Kısa kollu elbise,116649,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,177,120.0,211.77
4000,ÇOCUK,Elbise,Kısa kollu elbise,117742,144430499 MIDI TUTU DRESS TÜL ELBISE,495,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,37,120.0,197.41
4000,ÇOCUK,Elbise,Kısa kollu elbise,117608,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,16,120.0,196.63
4000,ÇOCUK,Elbise,Kısa kollu elbise,117337,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,175,120.0,193.29
4000,ÇOCUK,Elbise,Kısa kollu elbise,117008,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,162,120.0,186.68
4000,ÇOCUK,Elbise,Kısa kollu elbise,117308,144430499 MIDI TUTU DRESS TÜL ELBISE,524,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,202,120.0,177.85
4000,ÇOCUK,Elbise,Kısa kollu elbise,116950,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,171,120.0,176.8
4000,ÇOCUK,Elbise,Kısa kollu elbise,117651,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,138,120.0,176.08
4000,ÇOCUK,Elbise,Kısa kollu elbise,117005,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,178,120.0,176.06
4000,ÇOCUK,Elbise,Kısa kollu elbise,117297,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,216,120.0,175.68
4000,ÇOCUK,Elbise,Kısa kollu elbise,116712,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,170,120.0,174.92
4000,ÇOCUK,Elbise,Kısa kollu elbise,117223,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,215,120.0,173.71
4000,ÇOCUK,Elbise,Kısa kollu elbise,117618,144430499 MIDI TUTU DRESS TÜL ELBISE,515,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,150,120.0,169.11
4000,ÇOCUK,Elbise,Kısa kollu elbise,116459,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,32,120.0,167.69
4000,ÇOCUK,Elbise,Kısa kollu elbise,117599,144430499 MIDI TUTU DRESS TÜL ELBISE,524,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,149,120.0,163.32
4000,ÇOCUK,Elbise,Kısa kollu elbise,117580,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,161,120.0,162.08
4000,ÇOCUK,Elbise,Kısa kollu elbise,117739,144430499 MIDI TUTU DRESS TÜL ELBISE,531,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,137,120.0,160.66
4637,BAYAN,Elbise,Kolsuz elbise,122439,2222617 BARILAN ELBISE,177,ELBISE,YAN ÇATMA,OVERLOK,14,90.0,160.64
4000,ÇOCUK,Elbise,Kısa kollu elbise,117569,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,157,120.0,158.03
4000,ÇOCUK,Elbise,Kısa kollu elbise,117378,144430499 MIDI TUTU DRESS TÜL ELBISE,444,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,233,120.0,154.6
14170,ÇOCUK,Sweatshirt,Kapşonsuz,103603,CVKS24SSP22-BVE32 SWEATSHIRT,383,T-SHIRT,FIRFR BEDN TAKMA+KPT,REÇME,134,80.0,153.03
4637,BAYAN,Elbise,Kolsuz elbise,121559,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,162,90.0,151.41
4000,ÇOCUK,Elbise,Kısa kollu elbise,117055,144430499 MIDI TUTU DRESS TÜL ELBISE,358,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,193,120.0,149.42
4000,ÇOCUK,Elbise,Kısa kollu elbise,117263,144430499 MIDI TUTU DRESS TÜL ELBISE,210,ELBISE,TÜL ASTAR BIRLSTME,OVERLOK,257,120.0,149.29
4637,BAYAN,Elbise,Kolsuz elbise,121558,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,161,90.0,144.61
9476,BAYAN,Elbise,uzun kollu elbise,150658,CDKW24DTURQ-CLP18 SIYAH ELBISE,454,ELBISE,BEDEN ÜTÜ,ÜTÜ,22,80.0,143.95
15910,BAYAN,Bluz,Uzun Kollu,111722,2220847 BEGONIA BLUZ,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,245,72.0,142.26
9476,BAYAN,Elbise,uzun kollu elbise,146129,CDKW24DTURQ-CLP18 SIYAH ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,91,75.0,142.25
4637,BAYAN,Elbise,Kolsuz elbise,122534,2222617 BARILAN ELBISE,177,ELBISE,YAN ÇATMA,OVERLOK,2,90.0,141.5
9476,BAYAN,Elbise,uzun kollu elbise,150082,CDKW24DTURQ-CLP18 SIYAH ELBISE,150,ELBISE,BEDEN ÜTÜ,ÜTÜ,113,80.0,139.97
4637,BAYAN,Elbise,Kolsuz elbise,121872,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,126,90.0,139.59
15910,BAYAN,Bluz,Uzun Kollu,116028,2220847 BEGONIA BLUZ,329,T-SHIRT,ÖN KALITE KONTROL,MANUEL,190,72.0,138.67
9476,BAYAN,Elbise,uzun kollu elbise,146262,CDKW24DTURQ-CLP18 SIYAH ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,265,75.0,138.12
4637,BAYAN,Elbise,Kolsuz elbise,123105,2222617 BARILAN ELBISE,153,ELBISE,YAN ÇATMA,OVERLOK,198,90.0,138.06
9476,BAYAN,Elbise,uzun kollu elbise,148403,CDKW24DTURQ-CLP18 SIYAH ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,185,75.0,137.55
9476,BAYAN,Elbise,uzun kollu elbise,146487,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,229,75.0,136.51
9476,BAYAN,Elbise,uzun kollu elbise,148301,CDKW24DTURQ-CLP18 SIYAH ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,11,75.0,135.64
15910,BAYAN,Bluz,Uzun Kollu,113833,2220847 BEGONIA BLUZ,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,277,72.0,134.53
9476,BAYAN,Elbise,uzun kollu elbise,149786,CDKW24DTURQ-CLP18 SIYAH ELBISE,463,ELBISE,YAN ÇATMA,OVERLOK,37,75.0,132.43
15910,BAYAN,Bluz,Uzun Kollu,113939,2220847 BEGONIA BLUZ,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,164,72.0,131.32
9476,BAYAN,Elbise,uzun kollu elbise,149992,CDKW24DTURQ-CLP18 SIYAH ELBISE,184,ELBISE,YAN ÇATMA,OVERLOK,7,75.0,130.86
11635,BAYAN,Tulum,Kısa Kollu Tulum,123894,2223370 DILAMON ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,132,70.0,129.88
9476,BAYAN,Elbise,uzun kollu elbise,148478,CDKW24DTURQ-CLP18 SIYAH ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,225,75.0,128.92
9476,BAYAN,Elbise,uzun kollu elbise,148492,CDKW24DTURQ-CLP18 SIYAH ELBISE,537,ELBISE,YAN ÇATMA,OVERLOK,209,75.0,128.37
9476,BAYAN,Elbise,uzun kollu elbise,149857,CDKW24DTURQ-CLP18 SIYAH ELBISE,464,ELBISE,YAN ÇATMA,OVERLOK,34,75.0,127.29
9476,BAYAN,Elbise,uzun kollu elbise,150667,CDKW24DTURQ-CLP18 SIYAH ELBISE,454,ELBISE,BEDEN ÜTÜ,ÜTÜ,82,80.0,125.26
9476,BAYAN,Elbise,uzun kollu elbise,145929,CDKW24DTURQ-CLP18 SIYAH ELBISE,476,ELBISE,YAN ÇATMA,OVERLOK,253,75.0,123.6
9476,BAYAN,Elbise,uzun kollu elbise,150277,CDKW24DTURQ-CLP18 SIYAH ELBISE,537,ELBISE,YAN ÇATMA,OVERLOK,4,75.0,123.5
15910,BAYAN,Bluz,Uzun Kollu,113376,2220847 BEGONIA BLUZ,329,T-SHIRT,ÖN KALITE KONTROL,MANUEL,26,72.0,123.08
9476,BAYAN,Elbise,uzun kollu elbise,146270,CDKW24DTURQ-CLP18 SIYAH ELBISE,326,ELBISE,ÖN KALITE KONTROL,MANUEL,301,75.0,122.16
9476,BAYAN,Elbise,uzun kollu elbise,148659,CDKW24DTURQ-CLP18 SIYAH ELBISE,461,ELBISE,YAN ÇATMA,OVERLOK,255,75.0,122.14
15910,BAYAN,Bluz,Uzun Kollu,114016,2220847 BEGONIA BLUZ,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,3,72.0,122.0
4980,BAYAN,T-Shirt,Uzun Kol,145634,CDKW24HLELO -CLP91  LEOPARD TSHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,44,65.0,121.86
9476,BAYAN,Elbise,uzun kollu elbise,146078,CDKW24DTURQ-CLP18 SIYAH ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,150,80.0,121.22
4637,BAYAN,Elbise,Kolsuz elbise,123405,2222617 BARILAN ELBISE,153,ELBISE,YAN ÇATMA,OVERLOK,27,90.0,120.48
9476,BAYAN,Elbise,uzun kollu elbise,148437,CDKW24DTURQ-CLP18 SIYAH ELBISE,464,ELBISE,YAN ÇATMA,OVERLOK,8,75.0,119.88
22113,ÇOCUK,Elbise,3/4 kol,105652,SBKS24DSPO2-BUB59 ELBISE,515,ELBISE,DANTEL BEDENE TAKMA,DÜZ,9,60.0,119.67
4980,BAYAN,T-Shirt,Uzun Kol,143080,CDKW24HLELO -CLP91  LEOPARD TSHIRT,395,T-SHIRT,YAN SILIKON TAKMA,OVERLOK,159,60.0,118.96
9476,BAYAN,Elbise,uzun kollu elbise,148410,CDKW24DTURQ-CLP18 SIYAH ELBISE,476,ELBISE,YAN ÇATMA,OVERLOK,271,75.0,118.85
9143,BAYAN,Elbise,Kısa kollu elbise,137376,ARLW24RBATO MATERNITY HAMILE ELBISE,501,ELBISE,ÖN KALITE KONTROL,MANUEL,308,60.0,118.11
15910,BAYAN,Bluz,Uzun Kollu,114018,2220847 BEGONIA BLUZ,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,17,72.0,118.06
29172,BAYAN,Elbise,Kısa kollu elbise,116838,2222546 BEGOTANA ELBISE,502,ELBISE,ÖN KALITE KONTROL,MANUEL,70,60.0,117.63
29172,BAYAN,Elbise,Kısa kollu elbise,115698,2222546 BEGOTANA ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,126,60.0,117.35
4637,BAYAN,Elbise,Kolsuz elbise,123562,2222617 BARILAN ELBISE,325,ELBISE,ÖN KALITE KONTROL,MANUEL,20,60.0,117.1
9476,BAYAN,Elbise,uzun kollu elbise,148581,CDKW24DTURQ-CLP18 SIYAH ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,11,80.0,117.09
9476,BAYAN,Elbise,uzun kollu elbise,146591,CDKW24DTURQ-CLP18 SIYAH ELBISE,464,ELBISE,YAN ÇATMA,OVERLOK,265,75.0,116.11
4980,BAYAN,T-Shirt,Uzun Kol,145525,CDKW24HLELO -CLP91  LEOPARD TSHIRT,323,T-SHIRT,ÖN KALITE KONTROL,MANUEL,242,65.0,116.01
9476,BAYAN,Elbise,uzun kollu elbise,146844,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,312,75.0,115.99
4637,BAYAN,Elbise,Kolsuz elbise,121786,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,324,90.0,115.73
15910,BAYAN,Bluz,Uzun Kollu,114367,2220847 BEGONIA BLUZ,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,262,72.0,115.49
15910,BAYAN,Bluz,Uzun Kollu,114983,2220847 BEGONIA BLUZ,533,T-SHIRT,ÖN KALITE KONTROL,MANUEL,234,72.0,115.12
15910,BAYAN,Bluz,Uzun Kollu,113909,2220847 BEGONIA BLUZ,449,T-SHIRT,ÖN KALITE KONTROL,MANUEL,251,72.0,114.93
29172,BAYAN,Elbise,Kısa kollu elbise,119723,2222546 BEGOTANA ELBISE,220,ELBISE,ÖN KALITE KONTROL,MANUEL,35,60.0,114.89
4637,BAYAN,Elbise,Kolsuz elbise,123407,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,100,90.0,114.8
9476,BAYAN,Elbise,uzun kollu elbise,148102,CDKW24DTURQ-CLP18 SIYAH ELBISE,461,ELBISE,YAN ÇATMA,OVERLOK,267,75.0,114.72
4980,BAYAN,T-Shirt,Uzun Kol,145424,CDKW24HLELO -CLP91  LEOPARD TSHIRT,560,T-SHIRT,ÖN KALITE KONTROL,MANUEL,12,65.0,114.08
4402,BAYAN,Elbise,Kısa kollu elbise,151044,2228557 JISSO ELBISE,315,ELBISE,KOL REÇME,REÇME,223,65.0,113.5
4980,BAYAN,T-Shirt,Uzun Kol,143631,CDKW24HLELO -CLP91  LEOPARD TSHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,259,65.0,113.29
9476,BAYAN,Elbise,uzun kollu elbise,150773,CDKW24DTURQ-CLP18 SIYAH ELBISE,454,ELBISE,BEDEN ÜTÜ,ÜTÜ,84,80.0,113.04
9476,BAYAN,Elbise,uzun kollu elbise,148103,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,283,75.0,112.84
11635,BAYAN,Tulum,Kısa Kollu Tulum,124732,2223370 DILAMON ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,115,72.0,112.76
4980,BAYAN,T-Shirt,Uzun Kol,143052,CDKW24HLELO -CLP91  LEOPARD TSHIRT,447,T-SHIRT,YAN ÇATMA,OVERLOK,221,60.0,112.66
4980,BAYAN,T-Shirt,Uzun Kol,143128,CDKW24HLELO -CLP91  LEOPARD TSHIRT,464,T-SHIRT,YAN ÇATMA,OVERLOK,39,60.0,112.46
4637,BAYAN,Elbise,Kolsuz elbise,122632,2222617 BARILAN ELBISE,127,ELBISE,YAN ÇATMA,OVERLOK,139,90.0,112.17
9476,BAYAN,Elbise,uzun kollu elbise,146449,CDKW24DTURQ-CLP18 SIYAH ELBISE,464,ELBISE,YAN ÇATMA,OVERLOK,78,75.0,111.79
9476,BAYAN,Elbise,uzun kollu elbise,146209,CDKW24DTURQ-CLP18 SIYAH ELBISE,476,ELBISE,YAN ÇATMA,OVERLOK,335,75.0,111.66
4637,BAYAN,Elbise,Kolsuz elbise,121996,2222617 BARILAN ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,238,60.0,111.61
29172,BAYAN,Elbise,Kısa kollu elbise,118086,2222546 BEGOTANA ELBISE,329,ELBISE,ÖN KALITE KONTROL,MANUEL,134,60.0,111.55
4637,BAYAN,Elbise,Kolsuz elbise,121710,2222617 BARILAN ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,169,60.0,111.38
9476,BAYAN,Elbise,uzun kollu elbise,149896,CDKW24DTURQ-CLP18 SIYAH ELBISE,528,ELBISE,YAN ÇATMA,OVERLOK,138,75.0,110.86
29172,BAYAN,Elbise,Kısa kollu elbise,116071,2222546 BEGOTANA ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,208,60.0,110.04
29172,BAYAN,Elbise,Kısa kollu elbise,118087,2222546 BEGOTANA ELBISE,479,ELBISE,ÖN KALITE KONTROL,MANUEL,119,60.0,109.93
29172,BAYAN,Elbise,Kısa kollu elbise,119479,2222546 BEGOTANA ELBISE,210,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,6,55.0,109.83
29172,BAYAN,Elbise,Kısa kollu elbise,115980,2222546 BEGOTANA ELBISE,327,ELBISE,ÖN KALITE KONTROL,MANUEL,280,60.0,109.65
29172,BAYAN,Elbise,Kısa kollu elbise,115605,2222546 BEGOTANA ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,289,60.0,109.5
29172,BAYAN,Elbise,Kısa kollu elbise,114436,2222546 BEGOTANA ELBISE,507,ELBISE,KOL AGZI KIVIRMA,DÜZ,152,55.0,109.34
4980,BAYAN,T-Shirt,Uzun Kol,145785,CDKW24HLELO -CLP91  LEOPARD TSHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,217,65.0,109.29
29172,BAYAN,Elbise,Kısa kollu elbise,115474,2222546 BEGOTANA ELBISE,210,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,53,55.0,109.28
4637,BAYAN,Elbise,Kolsuz elbise,121780,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,124,90.0,108.98
9476,BAYAN,Elbise,uzun kollu elbise,146334,CDKW24DTURQ-CLP18 SIYAH ELBISE,600,ELBISE,BEDEN ÜTÜ,ÜTÜ,254,80.0,108.86
9158,BAYAN,T-Shirt,Uzun Kol,139895,CDKW24HBARG -CLP12,315,T-SHIRT,YAKA UCU BIRLESTIRME,DÜZ,94,60.0,108.77
29172,BAYAN,Elbise,Kısa kollu elbise,115413,2222546 BEGOTANA ELBISE,71,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,186,55.0,108.33
9476,BAYAN,Elbise,uzun kollu elbise,146137,CDKW24DTURQ-CLP18 SIYAH ELBISE,600,ELBISE,BEDEN ÜTÜ,ÜTÜ,91,80.0,108.33
9476,BAYAN,Elbise,uzun kollu elbise,148336,CDKW24DTURQ-CLP18 SIYAH ELBISE,323,ELBISE,ÖN KALITE KONTROL,MANUEL,294,75.0,108.32
29172,BAYAN,Elbise,Kısa kollu elbise,115955,2222546 BEGOTANA ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,297,60.0,107.88
15910,BAYAN,Bluz,Uzun Kollu,113639,2220847 BEGONIA BLUZ,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,206,72.0,107.57
4402,BAYAN,Elbise,Kısa kollu elbise,150825,2228557 JISSO ELBISE,490,ELBISE,KOL REÇME,REÇME,271,65.0,107.44
9476,BAYAN,Elbise,uzun kollu elbise,150095,CDKW24DTURQ-CLP18 SIYAH ELBISE,537,ELBISE,YAN ÇATMA,OVERLOK,116,75.0,107.13
29172,BAYAN,Elbise,Kısa kollu elbise,118111,2222546 BEGOTANA ELBISE,449,ELBISE,ÖN KALITE KONTROL,MANUEL,183,60.0,107.02
29172,BAYAN,Elbise,Kısa kollu elbise,117496,2222546 BEGOTANA ELBISE,175,ELBISE,KOL AGZI KIVIRMA,DÜZ,168,55.0,106.99
15910,BAYAN,Bluz,Uzun Kollu,113908,2220847 BEGONIA BLUZ,502,T-SHIRT,ÖN KALITE KONTROL,MANUEL,267,72.0,106.75
29172,BAYAN,Elbise,Kısa kollu elbise,116370,2222546 BEGOTANA ELBISE,210,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,21,55.0,106.71
29172,BAYAN,Elbise,Kısa kollu elbise,118027,2222546 BEGOTANA ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,6,60.0,106.33
8650,BAYAN,Elbise,Kısa kollu elbise,124002,HVLS24RTURQ CET84 HAMILE ELBISESI,56,ELBISE,YAN ÇATMA,OVERLOK,38,60.0,106.32
29172,BAYAN,Elbise,Kısa kollu elbise,116925,2222546 BEGOTANA ELBISE,285,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,232,55.0,106.22
29172,BAYAN,Elbise,Kısa kollu elbise,117468,2222546 BEGOTANA ELBISE,383,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,173,55.0,106.1
4637,BAYAN,Elbise,Kolsuz elbise,122388,2222617 BARILAN ELBISE,153,ELBISE,YAN ÇATMA,OVERLOK,180,90.0,106.0
4637,BAYAN,Elbise,Kolsuz elbise,122587,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,273,90.0,105.82
9476,BAYAN,Elbise,uzun kollu elbise,146027,CDKW24DTURQ-CLP18 SIYAH ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,258,75.0,105.68
9476,BAYAN,Elbise,uzun kollu elbise,149909,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,294,75.0,105.63
11635,BAYAN,Tulum,Kısa Kollu Tulum,124405,2223370 DILAMON ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,262,70.0,105.37
29172,BAYAN,Elbise,Kısa kollu elbise,120043,2222546 BEGOTANA ELBISE,325,ELBISE,ÖN KALITE KONTROL,MANUEL,117,60.0,105.35
8650,BAYAN,Elbise,Kısa kollu elbise,124026,HVLS24RTURQ CET84 HAMILE ELBISESI,23,ELBISE,YAN ÇATMA,OVERLOK,168,60.0,105.25
9476,BAYAN,Elbise,uzun kollu elbise,150206,CDKW24DTURQ-CLP18 SIYAH ELBISE,300,ELBISE,YAN ÇATMA,OVERLOK,19,75.0,105.11
9476,BAYAN,Elbise,uzun kollu elbise,147942,CDKW24DTURQ-CLP18 SIYAH ELBISE,461,ELBISE,YAN ÇATMA,OVERLOK,290,75.0,105.06
29172,BAYAN,Elbise,Kısa kollu elbise,119747,2222546 BEGOTANA ELBISE,171,ELBISE,ÖN KALITE KONTROL,MANUEL,50,60.0,104.86
4637,BAYAN,Elbise,Kolsuz elbise,123108,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,280,90.0,104.54
29172,BAYAN,Elbise,Kısa kollu elbise,115447,2222546 BEGOTANA ELBISE,217,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,47,55.0,104.53
11635,BAYAN,Tulum,Kısa Kollu Tulum,124618,2223370 DILAMON ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,295,70.0,104.53
9476,BAYAN,Elbise,uzun kollu elbise,150105,CDKW24DTURQ-CLP18 SIYAH ELBISE,501,ELBISE,ÖN KALITE KONTROL,MANUEL,98,75.0,104.35
29172,BAYAN,Elbise,Kısa kollu elbise,114349,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,306,55.0,104.05
9476,BAYAN,Elbise,uzun kollu elbise,150047,CDKW24DTURQ-CLP18 SIYAH ELBISE,150,ELBISE,BEDEN ÜTÜ,ÜTÜ,18,80.0,103.89
29172,BAYAN,Elbise,Kısa kollu elbise,119485,2222546 BEGOTANA ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,180,60.0,103.76
4637,BAYAN,Elbise,Kolsuz elbise,122037,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,265,90.0,103.23
15910,BAYAN,Bluz,Uzun Kollu,114336,2220847 BEGONIA BLUZ,449,T-SHIRT,ÖN KALITE KONTROL,MANUEL,241,72.0,103.18
4000,ÇOCUK,Elbise,Kısa kollu elbise,117183,144430499 MIDI TUTU DRESS TÜL ELBISE,510,ELBISE,ÖN KALITE KONTROL,MANUEL,19,55.0,103.11
4637,BAYAN,Elbise,Kolsuz elbise,122268,2222617 BARILAN ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,307,60.0,102.99
9476,BAYAN,Elbise,uzun kollu elbise,146269,CDKW24DTURQ-CLP18 SIYAH ELBISE,327,ELBISE,ÖN KALITE KONTROL,MANUEL,22,75.0,102.91
4980,BAYAN,T-Shirt,Uzun Kol,143027,CDKW24HLELO -CLP91  LEOPARD TSHIRT,95,T-SHIRT,YAN SILIKON TAKMA,OVERLOK,288,60.0,102.12
9476,BAYAN,Elbise,uzun kollu elbise,149923,CDKW24DTURQ-CLP18 SIYAH ELBISE,461,ELBISE,YAN ÇATMA,OVERLOK,293,75.0,102.01
13564,BAYAN,T-Shirt,Kısa Kol,110080,2222514 GIZELLI TEK KOLLI TSHIRT,433,T-SHIRT,YAKA TAKMA,OVERLOK,1,55.0,102.0
4637,BAYAN,Elbise,Kolsuz elbise,122064,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,286,90.0,101.9
29172,BAYAN,Elbise,Kısa kollu elbise,114303,2222546 BEGOTANA ELBISE,224,ELBISE,ÖN KALITE KONTROL,MANUEL,153,60.0,101.83
4637,BAYAN,Elbise,Kolsuz elbise,122329,2222617 BARILAN ELBISE,46,ELBISE,YAN ÇATMA,OVERLOK,297,90.0,101.69
29172,BAYAN,Elbise,Kısa kollu elbise,117389,2222546 BEGOTANA ELBISE,511,ELBISE,ÖN KALITE KONTROL,MANUEL,16,60.0,101.63
4402,BAYAN,Elbise,Kısa kollu elbise,150821,2228557 JISSO ELBISE,536,ELBISE,YAN TUTTURMA,DÜZ,281,60.0,101.38
11635,BAYAN,Tulum,Kısa Kollu Tulum,124109,2223370 DILAMON ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,230,72.0,101.32
9476,BAYAN,Elbise,uzun kollu elbise,146288,CDKW24DTURQ-CLP18 SIYAH ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,353,75.0,100.97
9143,BAYAN,Elbise,Kısa kollu elbise,136629,ARLW24RBATO MATERNITY HAMILE ELBISE,327,ELBISE,ÖN KALITE KONTROL,MANUEL,237,60.0,100.95
29172,BAYAN,Elbise,Kısa kollu elbise,116812,2222546 BEGOTANA ELBISE,71,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,153,55.0,100.86
11635,BAYAN,Tulum,Kısa Kollu Tulum,124828,2223370 DILAMON ELBISE,509,ELBISE,ÖN KALITE KONTROL,MANUEL,311,70.0,100.86
11635,BAYAN,Tulum,Kısa Kollu Tulum,123966,2223370 DILAMON ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,297,72.0,100.75
11635,BAYAN,Tulum,Kısa Kollu Tulum,126885,2223370 DILAMON ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,192,70.0,100.64
4637,BAYAN,Elbise,Kolsuz elbise,123410,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,109,90.0,100.62
