UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
494,2222546 BEGOTANA ELBISE,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,531,51.41,49.71
150,CDKW24HDNDR KIRMIZI TSHIRT,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,742,27.0,49.71
372,144492075 METALIC ATLET,372,T-SHIRT,YAN ÇATMA,OVERLOK,24,30.0,49.71
194,2231665 OBONODY ZIBIN,194,T-SHIRT,YAN ÇATMA,OVERLOK,278,51.0,49.7
151,2225749 KROSE YAKALI SHIRT,151,T-SHIRT,YAKA TAKMA,DÜZ,631,45.0,49.69
95,CDKS24HDONU-BXA79 T-SHIRT,95,T-SHIRT,ETEK REÇME,REÇME,724,40.0,49.69
616,2233327 HARRY POTTER SWEAT,616,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,235,48.0,49.69
584,CVKW24SGPAR-CPL95 BASKILI SWEAT,584,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,624,48.0,49.68
54,ARLW24RBATO MATERNITY HAMILE ELBISE,54,ELBISE,BEL ÜSTÜ GAZI,REÇME,720,48.0,49.68
136,ARLW24RBATO MATERNITY HAMILE ELBISE,136,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,650,48.0,49.68
537,2223370 DILAMON ELBISE,537,ELBISE,IÇ AG ÇATMA,OVERLOK,544,40.0,49.68
501,CDKS24HCARE - CLQ04 TSHIRT,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,360,45.0,49.67
194,2231665 OBONODY ZIBIN,194,T-SHIRT,YAN ÇATMA,OVERLOK,647,51.0,49.65
428,2228285 CARRIE ELBISE,428,ELBISE,ETEK UCU ÇIMA,DÜZ,86,45.0,49.65
136,CVKW24SGPAR-CPL95 BASKILI SWEAT,136,T-SHIRT,KOL TAKMA,OVERLOK,750,36.0,49.65
201,2233337 SET SALOPET,201,ELBISE,CEP TAKMA,DÜZ,348,48.0,49.65
368,2231665 OBONODY ZIBIN,368,T-SHIRT,PAÇA LASTIK KAPAMA,DÜZ,584,36.0,49.65
436,HVLS24RTURQ CET84 HAMILE ELBISESI,436,ELBISE,KOL KISTIRMA,DÜZ,469,24.0,49.65
315,2225757-2LI BÜRÜMCEK ELBISE,315,ELBISE,KOL EVI BIYE,REÇME,630,45.0,49.64
136,2230347 KAPSONLU SWEAT,136,T-SHIRT,KOL TAKMA,OVERLOK,538,38.0,49.64
327,CDKW24HBARG -CLP12,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,763,48.0,49.64
158,2219642 VARAK BASKILI T-SHIRT,158,T-SHIRT,KOL TAKMA,OVERLOK,598,27.0,49.63
87,SBKS24DSPO2-BUB59 ELBISE,87,ELBISE,ARKA V KAPAMA,OVERLOK,525,50.0,49.63
84,2218178 ASKILI BÜRÜMCÜK ELBISE,84,ELBISE,LASTIK TAKMA,DÜZ,527,36.0,49.63
201,2222546 BEGOTANA ELBISE,201,ELBISE,KOL AGZI KIVIRMA,DÜZ,380,55.0,49.63
315,2222514 GIZELLI TEK KOLLI TSHIRT,315,T-SHIRT,YAKA TAKMA,OVERLOK,530,55.0,49.63
358,2222518 AMBER CEPLI T-SHIRT,358,T-SHIRT,KOL ORTA TUTTURMA,REÇME,62,34.0,49.63
495,2222514 GIZELLI TEK KOLLI TSHIRT,495,T-SHIRT,SAG YAN PARÇA ÇATMA,OVERLOK,138,27.0,49.62
214,2218178 ASKILI BÜRÜMCÜK ELBISE,214,ELBISE,ÖN KALITE KONTROL,MANUEL,293,48.0,49.62
193,TOLS24GDAME -CES90 T-SHIRT,193,T-SHIRT,KOL EVI BIYE,OVERLOK,199,48.0,49.61
192,2218178 ASKILI BÜRÜMCÜK ELBISE,192,ELBISE,ÖN KALITE KONTROL,MANUEL,74,48.0,49.61
447,CVKS24SSP22-BVE32 SWEATSHIRT,447,T-SHIRT,FIRFIR BÜZGÜ,DÜZ,92,24.0,49.61
63,2222582 COMPONI,63,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,758,36.0,49.6
319,CDKS24HDONU-BXA79 T-SHIRT,319,T-SHIRT,KOL TAKMA,OVERLOK,773,36.0,49.6
33,MSKW24HMIXS  MAVI PARÇALI TSHIRT,33,T-SHIRT,ARKA PARÇA ÇATMA,OVERLOK,574,30.0,49.59
138,2222518 AMBER CEPLI T-SHIRT,138,T-SHIRT,KOL TAKMA,OVERLOK,480,40.0,49.58
201,2233337 SET SALOPET,201,ELBISE,CEP TAKMA,DÜZ,648,48.0,49.58
430,CDKW24HBARG -CLP12,430,T-SHIRT,YAKA UCU KAPATMA,DÜZ,12,22.0,49.58
203,2220847 BEGONIA BLUZ,203,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,726,40.0,49.58
150,2226835 CHAIKA BLUZ,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,67,27.0,49.57
214,2218178 ASKILI BÜRÜMCÜK ELBISE,214,ELBISE,ÖN KALITE KONTROL,MANUEL,694,48.0,49.56
33,2222582 COMPONI,33,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,9,36.0,49.56
378,2222617 BARILAN ELBISE,378,ELBISE,KOL EVI BASMA,DÜZ,292,42.0,49.56
526,2220847 BEGONIA BLUZ,526,T-SHIRT,YAKA KAPAMA,REÇME,630,40.0,49.56
391,2222518 AMBER CEPLI T-SHIRT,391,T-SHIRT,KOL AGZI TUTTURMA,DÜZ,365,32.72,49.56
19,CVKW24SGPAR-CPL95 BASKILI SWEAT,19,T-SHIRT,YAN ÇATMA,OVERLOK,559,45.0,49.54
479,2222514 GIZELLI TEK KOLLI TSHIRT,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,651,36.0,49.54
447,CDKW24HDNDR KIRMIZI TSHIRT,447,T-SHIRT,YAN ÇATMA,OVERLOK,100,43.0,49.54
63,2218178 ASKILI BÜRÜMCÜK ELBISE,63,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,471,36.0,49.53
494,2222546 BEGOTANA ELBISE,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,611,51.41,49.53
210,2222582 COMPONI,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,543,45.0,49.52
441,2228071 MILKY WAY SIYAH ELBISE,441,ELBISE,ETEK UCU SÜRFILE,OVERLOK,383,30.0,49.52
447,2222518 AMBER CEPLI T-SHIRT,447,T-SHIRT,KOL TUTTURMA,DÜZ,233,30.0,49.52
461,CDKS24HDONU-BXA79 T-SHIRT,461,T-SHIRT,KOL REÇME,REÇME,471,20.0,49.52
204,2220847 BEGONIA BLUZ,204,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,569,48.0,49.51
329,2222514 GIZELLI TEK KOLLI TSHIRT,329,T-SHIRT,ÖN KALITE KONTROL,MANUEL,216,36.0,49.51
537,2223370 DILAMON ELBISE,537,ELBISE,IÇ AG ÇATMA,OVERLOK,556,40.0,49.51
507,2222546 BEGOTANA ELBISE,507,ELBISE,KOL AGZI TUTTURMA,DÜZ,131,36.0,49.51
301,2222582 COMPONI,301,ELBISE,ETEK UCU KIVIRMA,DÜZ,319,45.0,49.5
494,2222582 COMPONI,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,332,50.0,49.5
10,2230347 KAPSONLU SWEAT,10,T-SHIRT,IPLIK TEMIZLEME,IPLIK TEMIZLEME,2,20.0,49.5
177,2218178 ASKILI BÜRÜMCÜK ELBISE,177,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,490,36.0,49.5
285,2220847 BEGONIA BLUZ,285,T-SHIRT,ALT ETEK LASTIK TAKM,DÜZ,755,51.41,49.5
201,2220847 BEGONIA BLUZ,201,T-SHIRT,KOL KIVIRMA,REÇME,382,37.0,49.49
494,2233327 HARRY POTTER SWEAT,494,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,372,48.0,49.49
474,2225885 JISOONA ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,434,40.0,49.48
150,MSBS24X2REA BYDO2  BABY  TSHIRT,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,535,27.0,49.48
121,2233327 HARRY POTTER SWEAT,121,T-SHIRT,KOL TAKMA,OVERLOK,266,36.0,49.48
138,2222518 AMBER CEPLI T-SHIRT,138,T-SHIRT,KOL TAKMA,OVERLOK,741,40.0,49.48
369,2220847 BEGONIA BLUZ,369,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,44,40.0,49.48
612,2230347 KAPSONLU SWEAT,612,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,232,48.0,49.47
484,2222582 COMPONI,484,ELBISE,BEDEN AYIRMA,MANUEL,15,20.0,49.47
62,MSKW24HMIXS  MAVI PARÇALI TSHIRT,62,T-SHIRT,KOL LASTIK BASMA,DÜZ,330,30.0,49.46
229,2229267 SALOPET SET,229,ELBISE,YAKA BIYE,REÇME,761,18.0,49.46
287,2220847 BEGONIA BLUZ,287,T-SHIRT,ALT ETEK LSTIK KAPAM,DÜZ,515,48.0,49.46
285,SBKS24DSPO2-BUB59 ELBISE,285,ELBISE,KOL AGZI GAZI,DÜZ,595,30.0,49.45
138,2222582 COMPONI,138,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,629,55.0,49.45
391,CDKS24HDONU-BXA79 T-SHIRT,391,T-SHIRT,KOL ALTI TUTTURMA,DÜZ,763,50.0,49.45
287,2222546 BEGOTANA ELBISE,287,ELBISE,KOL AGZI TUTTURMA,DÜZ,620,36.0,49.45
548,2233337 SET SALOPET,548,ELBISE,CEP ZIKZAK,DÜZ,630,36.0,49.45
480,CDKS24HCARE - CLQ04 TSHIRT,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,82,45.0,49.44
494,ARLW24RBATO MATERNITY HAMILE ELBISE,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,202,35.0,49.44
417,CDKW24HLELO -CLP91  LEOPARD TSHIRT,417,T-SHIRT,IPLIK TEMIZLEME,IPLIK TEMIZLEME,586,20.0,49.44
115,2233337 SET SALOPET,115,ELBISE,KOL EVI SÜRFILE,OVERLOK,47,22.0,49.43
194,2225757-2LI BÜRÜMCEK ELBISE,194,ELBISE,YAN ÇATMA,OVERLOK,248,48.0,49.43
519,2222518 AMBER CEPLI T-SHIRT,519,T-SHIRT,KOL AGZI KAPAMA,DÜZ,511,30.0,49.43
533,CVKW24SGPAR-CPL95 BASKILI SWEAT,533,T-SHIRT,ÖN KALITE KONTROL,MANUEL,510,48.0,49.43
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,745,36.0,49.42
24,2222582 COMPONI,24,ELBISE,KOL EVI BIYE,DÜZ,50,34.28,49.42
443,2228071 MILKY WAY SIYAH ELBISE,443,ELBISE,FIRMA ETIKET TAKMA,DÜZ,765,31.3,49.42
537,2228071 MILKY WAY SIYAH ELBISE,537,ELBISE,ÖN PARÇA BIRLESTIRME,OVERLOK,570,40.0,49.42
476,CDKW24HDNDR KIRMIZI TSHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,372,43.0,49.41
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,394,36.0,49.4
217,2222617 BARILAN ELBISE,217,ELBISE,CEP TUTTURMA,DÜZ,573,51.0,49.4
327,CDKW24HBARG -CLP12,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,355,48.0,49.39
26,2222617 BARILAN ELBISE,26,ELBISE,CEP TAKMA,DÜZ,633,45.0,49.39
384,2222518 AMBER CEPLI T-SHIRT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,328,40.0,49.39
315,2229267 SALOPET SET,315,ELBISE,ÖN PILE DIKIM,DÜZ,511,40.0,49.39
526,2220847 BEGONIA BLUZ,526,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,153,8.57,49.38
95,CDKW24DTURQ-CLP18 SIYAH ELBISE,95,ELBISE,KOL KISTIRMA,DÜZ,48,24.0,49.38
117,2233337 SET SALOPET,117,ELBISE,CEP TAKMA,DÜZ,652,48.0,49.37
65,2230347 KAPSONLU SWEAT,65,T-SHIRT,KOL MANSET TAKMA,OVERLOK,46,33.0,49.37
204,2220847 BEGONIA BLUZ,204,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,628,48.0,49.37
84,2222546 BEGOTANA ELBISE,84,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,242,29.0,49.37
395,2231665 OBONODY ZIBIN,395,T-SHIRT,ÇITÇIT TAKMA,DÜZ,620,48.0,49.36
176,SBKS24DSPO2-BUB59 ELBISE,176,ELBISE,DAMLA V ÇIMA,DÜZ,635,40.0,49.36
155,2220847 BEGONIA BLUZ,155,T-SHIRT,ALT ETEK HAZIRLIK,OVERLOK,611,36.0,49.36
155,SBKS24DSPO2-BUB59 ELBISE,155,ELBISE,ARKA KOL TAKMA,OVERLOK,77,24.0,49.36
157,2218178 ASKILI BÜRÜMCÜK ELBISE,157,ELBISE,LASTIK TAKMA,DÜZ,526,36.0,49.35
501,2218178 ASKILI BÜRÜMCÜK ELBISE,501,ELBISE,ÖN KALITE KONTROL,MANUEL,119,48.0,49.35
210,TOLS24GTMAC BTW38 DANTELLI TSHIRT,210,T-SHIRT,KOL ÇIMA,DÜZ,250,36.0,49.34
471,2225757-2LI BÜRÜMCEK ELBISE,471,ELBISE,BEDEN ÜTÜ,ÜTÜ,114,35.0,49.34
171,2218625 BÜRÜMCÜK SALOPET ELBISE,171,ELBISE,ÖN KALITE KONTROL,MANUEL,652,36.0,49.34
176,SBKS24DSPO2-BUB59 ELBISE,176,ELBISE,DAMLA V ÇIMA,DÜZ,582,40.0,49.34
448,2222546 BEGOTANA ELBISE,448,ELBISE,ARKA ORTA ÇATMA,DÜZ,370,20.0,49.34
325,2222518 AMBER CEPLI T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,758,48.0,49.33
138,2222546 BEGOTANA ELBISE,138,ELBISE,KOL TAKMA,OVERLOK,6,51.0,49.33
449,CDKS24HDONU-BXA79 T-SHIRT,449,T-SHIRT,SON KALITE KONTROL,MANUEL,3,18.0,49.33
484,2219384 PALAZZO TSHIRT,484,T-SHIRT,ÜRÜN ASKI TAKMA,MANUEL,21,8.0,49.33
177,2220847 BEGONIA BLUZ,177,T-SHIRT,YAN ÇATMA,OVERLOK,638,50.0,49.33
443,2222546 BEGOTANA ELBISE,443,ELBISE,KOL AGZI TUTTURMA,DÜZ,87,36.0,49.32
217,2223370 DILAMON ELBISE,217,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,740,40.0,49.32
138,2222582 COMPONI,138,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,491,55.0,49.31
2,2218178 ASKILI BÜRÜMCÜK ELBISE,2,ELBISE,LASTIK TAKMA,DÜZ,750,36.0,49.31
590,CDKW24DTURQ-CLP18 SIYAH ELBISE,590,ELBISE,KOL KISTIRMA,DÜZ,702,24.0,49.31
524,2222518 AMBER CEPLI T-SHIRT,524,T-SHIRT,KOL KIVIRMA,REÇME,743,37.0,49.31
448,MSKW24HMIXS  MAVI PARÇALI TSHIRT,448,T-SHIRT,ARKA PARÇA TKMA 2,OVERLOK,502,30.0,49.31
323,2226835 CHAIKA BLUZ,323,T-SHIRT,ÖN KALITE KONTROL,MANUEL,623,36.0,49.31
220,CVKS24SSP22-BVE32 SWEATSHIRT,220,T-SHIRT,ÖN KALITE KONTROL,MANUEL,597,40.0,49.3
526,2233337 SET SALOPET,526,ELBISE,KOL EVI BASMA,DÜZ,625,51.0,49.29
327,CDKW24HBARG -CLP12,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,618,48.0,49.29
421,SBKS24DSPO2-BUB59 ELBISE,421,ELBISE,YAN ÇATMA,OVERLOK,17,36.0,49.29
243,2222546 BEGOTANA ELBISE,243,ELBISE,TALIMAT TAKMA,DÜZ,55,20.0,49.29
338,2222582 COMPONI,338,ELBISE,ÖN PILE DIKIM,DÜZ,514,27.0,49.29
26,2222617 BARILAN ELBISE,26,ELBISE,CEP TAKMA,DÜZ,643,45.0,49.28
325,2222518 AMBER CEPLI T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,637,48.0,49.27
71,2222617 BARILAN ELBISE,71,ELBISE,OMUZ BÜZGÜ,REÇME,637,40.0,49.27
479,2222514 GIZELLI TEK KOLLI TSHIRT,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,649,36.0,49.27
74,CDKS24HDONU-BXA79 T-SHIRT,74,T-SHIRT,YAKA BIYE,REÇME,649,27.0,49.27
443,2222582 COMPONI,443,ELBISE,TALIMAT TAKMA,DÜZ,560,24.0,49.26
524,2230347 KAPSONLU SWEAT,524,T-SHIRT,ENSE BIYE BASMA,DÜZ,549,30.0,49.26
378,2222617 BARILAN ELBISE,378,ELBISE,KOL EVI BASMA,DÜZ,162,42.0,49.26
301,2223370 DILAMON ELBISE,301,ELBISE,KEMER UCU ÇIMA,REÇME,479,36.0,49.25
490,2231665 OBONODY ZIBIN,490,T-SHIRT,OMUZ BIRLESTIRME,OVERLOK,20,24.0,49.25
325,CDKS24HCARE - CLQ04 TSHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,606,45.0,49.25
84,2222546 BEGOTANA ELBISE,84,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,236,29.0,49.25
19,CVKW24SGPAR-CPL95 BASKILI SWEAT,19,T-SHIRT,YAN ÇATMA,OVERLOK,665,45.0,49.24
384,2230347 KAPSONLU SWEAT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,432,48.0,49.24
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,615,36.0,49.24
387,2228285 CARRIE ELBISE,387,ELBISE,YAN ÇATMA,OVERLOK,371,36.0,49.24
210,2223370 DILAMON ELBISE,210,ELBISE,PAÇA KIVIRMA,DÜZ,618,55.0,49.23
46,2218178 ASKILI BÜRÜMCÜK ELBISE,46,ELBISE,ALT ETEK BIRLESTIRME,DÜZ,650,30.0,49.23
177,2218178 ASKILI BÜRÜMCÜK ELBISE,177,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,744,36.0,49.22
540,MSKW24HMIXS  MAVI PARÇALI TSHIRT,540,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,467,35.0,49.22
494,2222582 COMPONI,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,310,50.0,49.22
176,SBKS24DSPO2-BUB59 ELBISE,176,ELBISE,DAMLA V ÇIMA,DÜZ,639,40.0,49.21
540,2229267 SALOPET SET,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,119,35.0,49.21
84,2222546 BEGOTANA ELBISE,84,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,29,29.0,49.21
378,2222546 BEGOTANA ELBISE,378,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,636,51.41,49.2
325,2222518 AMBER CEPLI T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,645,48.0,49.2
553,2228557 JISSO ELBISE,553,ELBISE,YAKA BIYE,REÇME,45,30.0,49.2
150,2226835 CHAIKA BLUZ,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,52,27.0,49.19
540,MSKW24HMIXS  MAVI PARÇALI TSHIRT,540,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,243,35.0,49.19
490,2231665 OBONODY ZIBIN,490,T-SHIRT,PAÇA LASTIK KAPAMA,DÜZ,625,36.0,49.19
620,2226835 CHAIKA BLUZ,620,T-SHIRT,ÖN KALITE KONTROL,MANUEL,334,36.0,49.19
74,CDKS24HDONU-BXA79 T-SHIRT,74,T-SHIRT,YAKA BIYE,REÇME,389,27.0,49.19
502,SBKS24DSPO2-BUB59 ELBISE,502,ELBISE,ÖN KALITE KONTROL,MANUEL,626,48.0,49.18
52,2222546 BEGOTANA ELBISE,52,ELBISE,IPLIK TEMIZLEME,IPLIK TEMIZLEME,393,24.0,49.18
71,2220847 BEGONIA BLUZ,71,T-SHIRT,ALT ETEK LSTIK KAPAM,DÜZ,637,48.0,49.17
121,CVKW24SGPAR-CPL95 BASKILI SWEAT,121,T-SHIRT,KOL TAKMA,OVERLOK,625,36.0,49.17
329,2225757-2LI BÜRÜMCEK ELBISE,329,ELBISE,ÖN KALITE KONTROL,MANUEL,607,36.0,49.16
386,2222518 AMBER CEPLI T-SHIRT,386,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,523,40.0,49.15
2,2218178 ASKILI BÜRÜMCÜK ELBISE,2,ELBISE,LASTIK TAKMA,DÜZ,513,36.0,49.13
478,CDKW24HBARG -CLP12,478,T-SHIRT,YAKA UCU BIRLESTIRME,DÜZ,191,60.0,49.12
494,CDKS24HCARE - CLQ04 TSHIRT,494,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,52,27.0,49.12
323,TOLS24GTMAC BTW38 DANTELLI TSHIRT,323,T-SHIRT,ÖN KALITE KONTROL,MANUEL,640,36.0,49.12
3,2222546 BEGOTANA ELBISE,3,ELBISE,ÖN PENS BOYU,DÜZ,245,32.72,49.12
217,MSKW24HMIXS  MAVI PARÇALI TSHIRT,217,T-SHIRT,KOL TUTTURMA,DÜZ,634,40.0,49.11
67,ARLW24RBATO MATERNITY HAMILE ELBISE,67,ELBISE,ALT YAN ÇATMA,OVERLOK,305,36.0,49.11
139,2233337 SET SALOPET,139,ELBISE,YAKA GAZI,DÜZ,410,36.0,49.11
194,144430499 MIDI TUTU DRESS TÜL ELBISE,194,ELBISE,BEDEN SLIIKON TAKMA,RACING OVERLOK,420,20.0,49.1
474,2228557 JISSO ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,251,40.0,49.1
65,ARLW24RBATO MATERNITY HAMILE ELBISE,65,ELBISE,KOL REÇME,REÇME,635,48.0,49.08
511,2222514 GIZELLI TEK KOLLI TSHIRT,511,T-SHIRT,ÖN KALITE KONTROL,MANUEL,52,36.0,49.08
502,2218625 BADI,502,T-SHIRT,ÖN KALITE KONTROL,MANUEL,502,36.0,49.08
501,MSBS24HMACR-BXC21 BABY TSHIRT,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,100,36.0,49.08
19,HVLS24RTURQ CET84 HAMILE ELBISESI,19,ELBISE,ÖN PARÇA BIRLESTIRME,OVERLOK,639,30.0,49.07
526,2233337 SET SALOPET,526,ELBISE,KOL EVI BASMA,DÜZ,631,51.0,49.06
315,144430499 MIDI TUTU DRESS TÜL ELBISE,315,ELBISE,KOL EVI BIYE,REÇME,18,24.0,49.06
184,2228071 MILKY WAY SIYAH ELBISE,184,ELBISE,SAG YAN ÇATMA,OVERLOK,485,30.0,49.05
74,HVLS24RTURQ CET84 HAMILE ELBISESI,74,ELBISE,KOL TUTTURMA,DÜZ,573,27.0,49.05
524,2231665 OBONODY ZIBIN,524,T-SHIRT,ÇITÇIT KAPAMA,DÜZ,634,48.0,49.04
220,2228071 MILKY WAY SIYAH ELBISE,220,ELBISE,ÖN KALITE KONTROL,MANUEL,28,65.0,49.04
121,CVKW24SGPAR-CPL95 BASKILI SWEAT,121,T-SHIRT,KOL TAKMA,OVERLOK,752,36.0,49.03
315,2222514 GIZELLI TEK KOLLI TSHIRT,315,T-SHIRT,YAKA TAKMA,OVERLOK,313,55.0,49.03
478,2229267 SALOPET SET,478,ELBISE,ÖN ASKILIK TAKMA,DÜZ,52,24.0,49.02
115,2233337 SET SALOPET,115,ELBISE,KOL EVI SÜRFILE,OVERLOK,53,22.0,49.02
540,CDKW24HBARG -CLP12,540,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,764,60.0,49.02
155,SBKS24DSPO2-BUB59 ELBISE,155,ELBISE,ÖN KOL TAKMA,OVERLOK,547,30.0,49.01
148,2230347 KAPSONLU SWEAT,148,T-SHIRT,YAN ÇATMA,OVERLOK,42,40.0,49.0
448,MSKW24HMIXS  MAVI PARÇALI TSHIRT,448,T-SHIRT,ARKA PARÇA TKMA 2,OVERLOK,334,30.0,49.0
214,2218178 ASKILI BÜRÜMCÜK ELBISE,214,ELBISE,ÖN KALITE KONTROL,MANUEL,690,48.0,49.0
613,2226835 CHAIKA BLUZ,613,T-SHIRT,YAN ÇATMA,OVERLOK,656,35.0,49.0
51,2222582 COMPONI,51,ELBISE,KOL EVI BIYE,DÜZ,75,34.28,48.99
315,2222514 GIZELLI TEK KOLLI TSHIRT,315,T-SHIRT,YAKA TAKMA,OVERLOK,654,55.0,48.98
210,2222582 COMPONI,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,746,45.0,48.98
540,2228071 MILKY WAY SIYAH ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,95,31.0,48.98
379,2222518 AMBER CEPLI T-SHIRT,379,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,613,40.0,48.97
460,MSBS24HMACR-BXC21 BABY TSHIRT,460,T-SHIRT,YAN ÇATMA,OVERLOK,600,36.0,48.96
384,CVKW24SGPAR-CPL95 BASKILI SWEAT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,186,48.0,48.96
387,2228285 CARRIE ELBISE,387,ELBISE,YAKA LASTIK TAKMA,DÜZ,52,32.0,48.96
474,2225885 JISOONA ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,639,40.0,48.95
595,2228285 CARRIE ELBISE,595,ELBISE,YAN ÇATMA,OVERLOK,179,36.0,48.95
587,ARLW24RBATO MATERNITY HAMILE ELBISE,587,ELBISE,KORDON TUTTURMA,DÜZ,300,30.0,48.95
249,MSBS24X2REA BYDO2  BABY  TSHIRT,249,T-SHIRT,YAN ÇATMA,OVERLOK,186,28.0,48.94
325,2222518 AMBER CEPLI T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,633,48.0,48.94
203,2218178 ASKILI BÜRÜMCÜK ELBISE,203,ELBISE,YAN ÇATMA,OVERLOK,35,24.82,48.94
319,CDKW24HDNDR KIRMIZI TSHIRT,319,T-SHIRT,YAN ÇATMA,OVERLOK,158,43.0,48.94
155,SBKS24DSPO2-BUB59 ELBISE,155,ELBISE,ARKA KOL TAKMA,OVERLOK,113,24.0,48.94
138,2222518 AMBER CEPLI T-SHIRT,138,T-SHIRT,KOL TAKMA,OVERLOK,521,40.0,48.93
319,2219642 VARAK BASKILI T-SHIRT,319,T-SHIRT,KOL TAKMA,OVERLOK,357,27.0,48.93
372,CDKW24HBARG -CLP12,372,T-SHIRT,YAKA TAKMA,DÜZ,506,40.0,48.93
446,2230347 KAPSONLU SWEAT,446,T-SHIRT,BIYE UCU TUTTURMA,REÇME,59,24.0,48.93
476,2219384 PALAZZO TSHIRT,476,T-SHIRT,OMUZ ÇATMA,OVERLOK,86,13.0,48.91
95,CDKW24DTURQ-CLP18 SIYAH ELBISE,95,ELBISE,KOL KISTIRMA,DÜZ,162,24.0,48.9
443,2228071 MILKY WAY SIYAH ELBISE,443,ELBISE,FIRMA ETIKET TAKMA,DÜZ,394,31.3,48.9
435,2222617 BARILAN ELBISE,435,ELBISE,PAT UCU KIVIRMA,DÜZ,297,40.0,48.89
110,CVKS24SSP22-BVE32 SWEATSHIRT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,623,36.0,48.89
329,CDKW24HBARG -CLP12,329,T-SHIRT,ÖN KALITE KONTROL,MANUEL,398,48.0,48.89
148,CVKS24SSP22-BVE32 SWEATSHIRT,148,T-SHIRT,YAN ÇATMA,OVERLOK,431,36.0,48.89
