UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
490,2225757-2LI BÜRÜMCEK ELBISE,490,ELBISE,TALIMAT HAZIRLIK,DÜZ,72,6.0,12.86
19,2222518 AMBER CEPLI T-SHIRT,19,T-SHIRT,YAKA HAZIRLIK,OVERLOK,1086,10.0,12.86
183,2220847 BEGONIA BLUZ,183,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,246,11.25,12.85
481,2219384 PALAZZO TSHIRT,481,T-SHIRT,ÜRÜN ASKI TAKMA,MANUEL,192,8.0,12.85
319,CDKW24HDNDR KIRMIZI TSHIRT,319,T-SHIRT,OMUZ ÇATMA,OVERLOK,52,15.0,12.85
181,CDKW24HDNDR KIRMIZI TSHIRT,181,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,86,7.0,12.85
142,2225749 KROSE YAKALI SHIRT,142,T-SHIRT,DÜGME TAKMA,DÜGME MAKINESI,1641,11.25,12.84
487,2222582 COMPONI,487,ELBISE,KART TAKMA,MANUEL,770,12.0,12.83
430,2228285 CARRIE ELBISE,430,ELBISE,FIRMA ETIKT HAZIRLIK,DÜZ,65,12.0,12.83
184,CDKW24HDNDR KIRMIZI TSHIRT,184,T-SHIRT,OMUZ EXSRAFOR,OVERLOK,1735,12.0,12.82
485,MSBS24HMACR-BXC21 BABY TSHIRT,485,T-SHIRT,BEDEN AYIRMA,MANUEL,66,12.0,12.82
510,SBKS24DSPO2-BUB59 ELBISE,510,ELBISE,SON KALITE KONTROL,MANUEL,658,12.0,12.81
493,2225249 BUBBLE TEE T-SHIRT,493,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,91,6.666,12.81
273,2218625 BADI,273,T-SHIRT,ETEK REÇME,REÇME,2068,15.0,12.8
61,2233337 SET SALOPET,61,ELBISE,CEP AGZI SURFILE,OVERLOK,412,9.47,12.8
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,383,12.0,12.79
138,2222518 AMBER CEPLI T-SHIRT,138,T-SHIRT,YAKA HAZIRLIK,OVERLOK,940,10.0,12.79
449,308626 TOMMIE TEE ÇIÇEKLI TSHIRT,449,T-SHIRT,SON KALITE KONTROL,MANUEL,100,15.0,12.79
192,CVKW24SGPAR-CPL95 BASKILI SWEAT,192,T-SHIRT,SON KALITE KONTROL,MANUEL,53,24.0,12.79
249,CVKS24SSP22-BVE32 SWEATSHIRT,249,T-SHIRT,YAKA HAZIRLIK,OVERLOK,125,12.0,12.78
485,MSBS24HMACR-BXC21 BABY TSHIRT,485,T-SHIRT,KART TAKMA,MANUEL,108,9.0,12.78
194,2225885 JISOONA ELBISE,194,ELBISE,YAKA HAZIRLIK,OVERLOK,13,16.0,12.77
249,2230347 KAPSONLU SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,710,13.0,12.77
477,CVKS24SSP22-BVE32 SWEATSHIRT,477,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,877,11.0,12.77
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,824,12.85,12.77
56,2225749 KROSE YAKALI SHIRT,56,T-SHIRT,ETEK UCU SÜRFILE,OVERLOK,501,12.0,12.75
513,2225249 BUBBLE TEE T-SHIRT,513,T-SHIRT,BIYE UCU TUTTURMA,DÜZ,1413,13.0,12.75
446,CVKS24SSP22-BVE32 SWEATSHIRT,446,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1073,7.0,12.74
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,239,12.0,12.74
171,2219642 VARAK BASKILI T-SHIRT,171,T-SHIRT,SON KALITE KONTROL,MANUEL,151,8.0,12.74
192,SBKS24DSPO2-BUB59 ELBISE,192,ELBISE,SON KALITE KONTROL,MANUEL,1121,12.0,12.73
345,2225757-2LI BÜRÜMCEK ELBISE,345,ELBISE,ARKA KOL EVI BÜZGÜ,REÇME,37,8.0,12.73
184,CDKW24HDNDR KIRMIZI TSHIRT,184,T-SHIRT,OMUZ EXSRAFOR,OVERLOK,1400,12.0,12.72
10,2218178 ASKILI BÜRÜMCÜK ELBISE,10,ELBISE,TALIMAT HAZIRLIK,DÜZ,429,10.0,12.72
61,2233337 SET SALOPET,61,ELBISE,CEP AGZI SURFILE,OVERLOK,937,9.47,12.72
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,190,10.0,12.71
387,2225757-2LI BÜRÜMCEK ELBISE,387,ELBISE,ARKA YAKA BÜZGÜ,REÇME,398,14.0,12.71
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,KART TAKMA,MANUEL,35,10.9,12.71
74,CDKW24DTURQ-CLP18 SIYAH ELBISE,74,ELBISE,OMUZ EXSRAFOR,OVERLOK,46,9.0,12.7
249,CVKS24SSP22-BVE32 SWEATSHIRT,249,T-SHIRT,YAKA HAZIRLIK,OVERLOK,74,12.0,12.7
462,2222518 AMBER CEPLI T-SHIRT,462,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,420,12.0,12.7
61,SBKS24DSPO2-BUB59 ELBISE,61,ELBISE,YAKA BIYE,REÇME,362,15.0,12.7
504,SBKS24DSPO2-BUB59 ELBISE,504,ELBISE,ÜRÜN KATLAMA,MANUEL,1688,10.58,12.7
33,2222546 BEGOTANA ELBISE,33,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,44,12.0,12.7
390,MSKW24HMIXS  MAVI PARÇALI TSHIRT,390,T-SHIRT,KOL TEPESI BÜZGÜ,DÜZ,1016,12.0,12.69
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,161,10.0,12.69
405,2218625 BÜRÜMCÜK SALOPET ELBISE,405,ELBISE,KART TAKMA,MANUEL,396,12.0,12.66
249,2230347 KAPSONLU SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,1191,13.0,12.66
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,609,12.0,12.66
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,ÜRÜN KATLAMA,MANUEL,1049,10.58,12.66
42,SBKS24DSPO2-BUB59 ELBISE,42,ELBISE,TALIMAT HAZIRLIK,DÜZ,51,4.0,12.63
503,CDKS24HDONU-BXA79 T-SHIRT,503,T-SHIRT,BEDEN AYIRMA,MANUEL,230,12.0,12.63
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,48,12.0,12.63
510,SBKS24DSPO2-BUB59 ELBISE,510,ELBISE,SON KALITE KONTROL,MANUEL,1730,12.0,12.62
484,CDKS24HDONU-BXA79 T-SHIRT,484,T-SHIRT,KART TAKMA,MANUEL,350,8.0,12.62
67,CVKS24SSP22-BVE32 SWEATSHIRT,67,T-SHIRT,ENSE BIYE TAKMA,REÇME,1217,13.85,12.61
194,2228557 JISSO ELBISE,194,ELBISE,YAKA HAZIRLIK,OVERLOK,381,15.0,12.61
14,2222546 BEGOTANA ELBISE,14,ELBISE,DAMLA V SÜRFLE,OVERLOK,569,13.33,12.61
607,2226835 CHAIKA BLUZ,607,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,168,8.57,12.61
462,2226835 CHAIKA BLUZ,462,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,1087,12.0,12.6
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,84,12.0,12.6
14,2222546 BEGOTANA ELBISE,14,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,1060,12.0,12.6
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,KART TAKMA,MANUEL,588,8.0,12.59
368,CVKW24SGPAR-CPL95 BASKILI SWEAT,368,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,1155,13.84,12.59
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,250,12.0,12.59
447,HVLS24RTURQ CET84 HAMILE ELBISESI,447,ELBISE,TALIMAT HAZIRLIK,DÜZ,248,5.0,12.58
404,2219384 PALAZZO TSHIRT,404,T-SHIRT,ÜRÜN ASKI TAKMA,MANUEL,118,8.0,12.58
249,2233327 HARRY POTTER SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,1330,12.0,12.57
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,564,12.0,12.56
184,CDKW24HDNDR KIRMIZI TSHIRT,184,T-SHIRT,OMUZ EXSRAFOR,OVERLOK,823,12.0,12.56
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,936,10.0,12.55
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,1200,12.85,12.55
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,BEDEN AYIRMA,MANUEL,740,12.0,12.55
229,2222514 GIZELLI TEK KOLLI TSHIRT,229,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,530,10.0,12.55
368,MSBS24X2REA BYDO2  BABY  TSHIRT,368,T-SHIRT,KOL FIRFIR SILIKON,OVERLOK,82,14.0,12.54
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,1215,12.85,12.54
510,SBKS24DSPO2-BUB59 ELBISE,510,ELBISE,SON KALITE KONTROL,MANUEL,1644,12.0,12.53
462,2222518 AMBER CEPLI T-SHIRT,462,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,355,10.0,12.53
446,CVKS24SSP22-BVE32 SWEATSHIRT,446,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,735,7.0,12.53
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,KART TAKMA,MANUEL,1005,8.0,12.53
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,328,10.0,12.52
56,2225749 KROSE YAKALI SHIRT,56,T-SHIRT,ETEK REÇME,REÇME,1085,12.0,12.52
590,2218178 ASKILI BÜRÜMCÜK ELBISE,590,ELBISE,LASTIK HAZIRLIK,DÜZ,904,8.0,12.52
243,2222546 BEGOTANA ELBISE,243,ELBISE,TALIMAT HAZIRLIK,DÜZ,75,5.0,12.51
446,HVLS24RTURQ CET84 HAMILE ELBISESI,446,ELBISE,TALIMAT HAZIRLIK,DÜZ,63,5.0,12.51
493,2228285 CARRIE ELBISE,493,ELBISE,FIRMA ETIKT HAZIRLIK,DÜZ,28,12.0,12.5
287,2218625 BADI,287,T-SHIRT,TALIMAT TAKMA,DÜZ,2060,13.0,12.5
183,2220847 BEGONIA BLUZ,183,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,1180,11.25,12.49
74,CDKW24HDNDR KIRMIZI TSHIRT,74,T-SHIRT,OMUZ EXSRAFOR,OVERLOK,339,12.0,12.49
467,CDKW24DTURQ-CLP18 SIYAH ELBISE,467,ELBISE,OMUZ EXSRAFOR,OVERLOK,450,9.0,12.49
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,BEDEN AYIRMA,MANUEL,113,12.0,12.48
181,2219384 PALAZZO TSHIRT,181,T-SHIRT,OMUZ KISTIRMA,DÜZ,3035,15.0,12.48
289,2219384 PALAZZO TSHIRT,289,T-SHIRT,OMUZ ÇATMA,OVERLOK,2513,13.0,12.47
273,2218625 BADI,273,T-SHIRT,ETEK REÇME,REÇME,2080,15.0,12.47
3,2218625 BADI,3,T-SHIRT,KOL KISTIRMA,DÜZ,2046,14.0,12.47
56,MSBS24X2REA BYDO2  BABY  TSHIRT,56,T-SHIRT,ETEK REÇME,REÇME,2000,12.0,12.46
176,2225249 BUBBLE TEE T-SHIRT,176,T-SHIRT,YAKA HAZIRLIK,OVERLOK,1339,10.0,12.45
61,2233337 SET SALOPET,61,ELBISE,CEP AGZI SURFILE,OVERLOK,304,9.47,12.45
495,2222514 GIZELLI TEK KOLLI TSHIRT,495,T-SHIRT,KOL KISTIRMA,DÜZ,1539,10.58,12.44
487,CVKS24SSP22-BVE32 SWEATSHIRT,487,T-SHIRT,BEDEN STICKER TAKMA,MANUEL,782,10.0,12.44
87,2233337 SET SALOPET,87,ELBISE,CEP AGZI SURFILE,OVERLOK,465,9.47,12.44
229,2222514 GIZELLI TEK KOLLI TSHIRT,229,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,667,8.0,12.43
487,CVKS24SSP22-BVE32 SWEATSHIRT,487,T-SHIRT,ÜRÜN KATLAMA,MANUEL,691,15.0,12.43
194,2222514 GIZELLI TEK KOLLI TSHIRT,194,T-SHIRT,OMUZ ÇATMA,OVERLOK,1551,12.0,12.43
493,2222514 GIZELLI TEK KOLLI TSHIRT,493,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,64,10.0,12.42
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,113,10.0,12.42
564,2218178 ASKILI BÜRÜMCÜK ELBISE,564,ELBISE,LASTIK HAZIRLIK,DÜZ,362,8.0,12.42
14,2222546 BEGOTANA ELBISE,14,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,752,12.0,12.42
485,2228588 JISSOANA ELBISE,485,ELBISE,KART TAKMA,MANUEL,393,9.0,12.42
19,CVKS24SSP22-BVE32 SWEATSHIRT,19,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,717,13.0,12.41
289,2219384 PALAZZO TSHIRT,289,T-SHIRT,OMUZ ÇATMA,OVERLOK,1941,13.0,12.41
372,2219642 VARAK BASKILI T-SHIRT,372,T-SHIRT,YAKA HAZIRLIK,OVERLOK,1072,10.0,12.41
490,2219642 VARAK BASKILI T-SHIRT,490,T-SHIRT,YAKA HAZIRLIK,OVERLOK,1788,10.0,12.41
467,2222518 AMBER CEPLI T-SHIRT,467,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,318,10.0,12.41
229,2231665 OBONODY ZIBIN,229,T-SHIRT,YAKA SÜRFILE,OVERLOK,1229,15.0,12.41
138,2222546 BEGOTANA ELBISE,138,ELBISE,DAMLA V SÜRFLE,OVERLOK,959,13.33,12.4
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,485,10.0,12.39
204,SBKS24DSPO2-BUB59 ELBISE,204,ELBISE,KOL TEPESI BÜZGÜ,DÜZ,1700,18.0,12.38
504,SBKS24DSPO2-BUB59 ELBISE,504,ELBISE,KART TAKMA,MANUEL,160,10.0,12.36
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,1147,12.85,12.36
484,CDKS24HDONU-BXA79 T-SHIRT,484,T-SHIRT,BEDEN AYIRMA,MANUEL,500,12.0,12.36
112,2222546 BEGOTANA ELBISE,112,ELBISE,FIRMA ETIKT HAZIRLIK,DÜZ,784,5.0,12.36
175,2233337 SET SALOPET,175,ELBISE,TALIMAT HAZIRLIK,DÜZ,146,10.0,12.35
372,2225757-2LI BÜRÜMCEK ELBISE,372,ELBISE,ARKA KOL EVI BÜZGÜ,REÇME,1484,8.0,12.35
495,2222514 GIZELLI TEK KOLLI TSHIRT,495,T-SHIRT,KOL KISTIRMA,DÜZ,1620,10.58,12.34
503,2225249 BUBBLE TEE T-SHIRT,503,T-SHIRT,KART TAKMA,MANUEL,1030,10.9,12.33
463,2219384 PALAZZO TSHIRT,463,T-SHIRT,OMUZ EXSRAFOR,OVERLOK,1542,12.0,12.33
273,2218625 BADI,273,T-SHIRT,ETEK REÇME,REÇME,2675,15.0,12.33
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,1328,12.85,12.33
372,2225757-2LI BÜRÜMCEK ELBISE,372,ELBISE,ARKA KOL EVI BÜZGÜ,REÇME,271,8.0,12.32
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,2103,12.85,12.32
405,MSBS24HMACR-BXC21 BABY TSHIRT,405,T-SHIRT,BEDEN AYIRMA,MANUEL,55,12.0,12.31
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,BEDEN AYIRMA,MANUEL,445,12.0,12.31
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,174,10.0,12.3
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,361,12.0,12.29
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,129,12.0,12.28
19,2222518 AMBER CEPLI T-SHIRT,19,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,1132,18.0,12.28
435,2222582 COMPONI,435,ELBISE,LASTIK HAZIRLIK,DÜZ,1115,8.0,12.28
476,2219384 PALAZZO TSHIRT,476,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1530,9.0,12.27
478,2228285 CARRIE ELBISE,478,ELBISE,TALIMAT HAZIRLIK,DÜZ,348,10.0,12.27
449,2219642 VARAK BASKILI T-SHIRT,449,T-SHIRT,SON KALITE KONTROL,MANUEL,2054,8.0,12.27
249,2230347 KAPSONLU SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,899,13.0,12.26
243,2220847 BEGONIA BLUZ,243,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,1241,11.25,12.26
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,ÜRÜN KATLAMA,MANUEL,1628,10.58,12.26
485,MSBS24HMACR-BXC21 BABY TSHIRT,485,T-SHIRT,KART TAKMA,MANUEL,599,9.0,12.25
434,2222546 BEGOTANA ELBISE,434,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,99,12.0,12.25
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,BEDEN AYIRMA,MANUEL,601,12.0,12.24
529,2228588 JISSOANA ELBISE,529,ELBISE,BEDEN AYIRMA,MANUEL,37,12.0,12.24
249,2233327 HARRY POTTER SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,1594,12.0,12.24
487,CVKS24SSP22-BVE32 SWEATSHIRT,487,T-SHIRT,ÜRÜN KATLAMA,MANUEL,597,15.0,12.22
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,371,12.0,12.22
481,2219384 PALAZZO TSHIRT,481,T-SHIRT,KART TAKMA,MANUEL,412,10.0,12.21
487,2219384 PALAZZO TSHIRT,487,T-SHIRT,BEDEN AYIRMA,MANUEL,10,15.0,12.2
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,450,12.0,12.19
463,2219642 VARAK BASKILI T-SHIRT,463,T-SHIRT,YAKA HAZIRLIK,OVERLOK,192,10.0,12.19
515,2225249 BUBBLE TEE T-SHIRT,515,T-SHIRT,ENSE BIYE TAKMA,REÇME,535,15.0,12.19
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,599,12.0,12.18
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,173,12.0,12.18
461,2222518 AMBER CEPLI T-SHIRT,461,T-SHIRT,CEP REÇME,REÇME,876,12.0,12.18
462,2226835 CHAIKA BLUZ,462,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,912,12.0,12.18
390,2228071 MILKY WAY SIYAH ELBISE,390,ELBISE,FERMUAR UCU TUTTURMA,DÜZ,700,12.0,12.16
368,CVKW24SGPAR-CPL95 BASKILI SWEAT,368,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,1536,13.84,12.15
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,KART TAKMA,MANUEL,20,8.0,12.15
229,2231665 OBONODY ZIBIN,229,T-SHIRT,ENSE BIYE TAKMA,REÇME,865,12.85,12.13
192,2218625 BADI,192,T-SHIRT,SON KALITE KONTROL,MANUEL,24,8.0,12.13
405,SBKS24DSPO2-BUB59 ELBISE,405,ELBISE,ÜRÜN KATLAMA,MANUEL,55,10.58,12.13
462,2222518 AMBER CEPLI T-SHIRT,462,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,8,12.0,12.13
19,2222518 AMBER CEPLI T-SHIRT,19,T-SHIRT,YAKA HAZIRLIK,OVERLOK,1151,10.0,12.13
493,CDKW24HBARG -CLP12,493,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,183,10.0,12.13
485,2222582 COMPONI,485,ELBISE,ÜRÜN ASKI TAKMA,MANUEL,765,8.0,12.12
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,ÜRÜN KATLAMA,MANUEL,135,10.58,12.12
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,162,12.0,12.12
61,2233337 SET SALOPET,61,ELBISE,CEP AGZI SURFILE,OVERLOK,370,9.47,12.11
14,2222546 BEGOTANA ELBISE,14,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,980,12.0,12.11
513,2225249 BUBBLE TEE T-SHIRT,513,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,487,6.666,12.11
194,2228557 JISSO ELBISE,194,ELBISE,YAKA HAZIRLIK,OVERLOK,864,15.0,12.11
515,2225249 BUBBLE TEE T-SHIRT,515,T-SHIRT,ENSE BIYE TAKMA,REÇME,622,15.0,12.11
435,2222582 COMPONI,435,ELBISE,LASTIK HAZIRLIK,DÜZ,768,8.0,12.1
460,2219642 VARAK BASKILI T-SHIRT,460,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,612,6.666,12.09
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,1705,10.0,12.09
516,2222514 GIZELLI TEK KOLLI TSHIRT,516,T-SHIRT,FIRMA ETIKT HAZIRLIK,DÜZ,203,8.0,12.09
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,ÜRÜN KATLAMA,MANUEL,87,10.58,12.09
293,2219642 VARAK BASKILI T-SHIRT,293,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,122,6.666,12.09
510,SBKS24DSPO2-BUB59 ELBISE,510,ELBISE,SON KALITE KONTROL,MANUEL,1205,12.0,12.09
485,SBKS24DSPO2-BUB59 ELBISE,485,ELBISE,ÜRÜN KATLAMA,MANUEL,26,10.58,12.08
510,2218625 BADI,510,T-SHIRT,SON KALITE KONTROL,MANUEL,2145,8.0,12.07
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,80,12.0,12.07
14,2220847 BEGONIA BLUZ,14,T-SHIRT,LASTIK HAZIRLIK,DÜZ,1601,10.0,12.06
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,137,12.0,12.05
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,148,12.0,12.05
19,2222518 AMBER CEPLI T-SHIRT,19,T-SHIRT,YAKA HAZIRLIK,OVERLOK,993,10.0,12.03
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,BEDEN AYIRMA,MANUEL,120,12.0,12.03
513,2225249 BUBBLE TEE T-SHIRT,513,T-SHIRT,BIYE UCU TUTTURMA,DÜZ,2083,13.0,12.03
19,CVKS24SSP22-BVE32 SWEATSHIRT,19,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,1608,13.0,12.02
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,417,12.0,12.01
138,2222546 BEGOTANA ELBISE,138,ELBISE,DAMLA V SÜRFLE,OVERLOK,949,13.33,12.01
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,KART TAKMA,MANUEL,14,8.0,12.0
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,ÜRÜN KATLAMA,MANUEL,261,12.0,12.0
138,2222546 BEGOTANA ELBISE,138,ELBISE,DAMLA V SÜRFLE,OVERLOK,692,13.33,12.0
513,2225249 BUBBLE TEE T-SHIRT,513,T-SHIRT,ENSE BIYE TAKMA,REÇME,1,15.0,12.0
289,2219384 PALAZZO TSHIRT,289,T-SHIRT,OMUZ ÇATMA,OVERLOK,2643,13.0,11.99
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,ÜRÜN KATLAMA,MANUEL,868,10.58,11.99
67,2222518 AMBER CEPLI T-SHIRT,67,T-SHIRT,YAKA HAZIRLIK,OVERLOK,168,10.0,11.99
504,SBKS24DSPO2-BUB59 ELBISE,504,ELBISE,KART TAKMA,MANUEL,916,10.0,11.98
481,2219384 PALAZZO TSHIRT,481,T-SHIRT,KART TAKMA,MANUEL,277,10.0,11.97
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,173,12.0,11.97
87,2233337 SET SALOPET,87,ELBISE,TALIMAT HAZIRLIK,DÜZ,514,10.0,11.96
288,2233337 SET SALOPET,288,ELBISE,TALIMAT HAZIRLIK,DÜZ,243,10.0,11.94
288,2233337 SET SALOPET,288,ELBISE,TALIMAT HAZIRLIK,DÜZ,14,10.0,11.93
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,KART TAKMA,MANUEL,875,10.9,11.92
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,468,12.0,11.91
446,CVKS24SSP22-BVE32 SWEATSHIRT,446,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1135,7.0,11.9
14,2222546 BEGOTANA ELBISE,14,ELBISE,KOL LASTIK HAZIRLIK,DÜZ,976,12.0,11.9
481,CDKS24HDONU-BXA79 T-SHIRT,481,T-SHIRT,KART TAKMA,MANUEL,1077,8.0,11.9
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,170,12.0,11.89
493,2225757-2LI BÜRÜMCEK ELBISE,493,ELBISE,TALIMAT HAZIRLIK,DÜZ,88,6.0,11.89
368,CVKW24SGPAR-CPL95 BASKILI SWEAT,368,T-SHIRT,YAKA ALT KAPAMA,OVERLOK,1193,13.84,11.88
229,2222514 GIZELLI TEK KOLLI TSHIRT,229,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1110,10.0,11.87
285,2218625 BADI,285,T-SHIRT,YAKA HAZIRLIK,OVERLOK,683,12.0,11.87
249,CVKW24SGPAR-CPL95 BASKILI SWEAT,249,T-SHIRT,ETEK MANSET HAZIRLIK,DÜZ,1378,12.0,11.87
485,2222582 COMPONI,485,ELBISE,KART TAKMA,MANUEL,323,12.0,11.87
513,2219642 VARAK BASKILI T-SHIRT,513,T-SHIRT,BIYE UCU TUTTURMA,DÜZ,1618,13.0,11.86
461,2222518 AMBER CEPLI T-SHIRT,461,T-SHIRT,CEP REÇME,REÇME,715,12.0,11.86
249,2222518 AMBER CEPLI T-SHIRT,249,T-SHIRT,TALIMAT HAZIRLIK,DÜZ,1012,10.0,11.86
10,2218178 ASKILI BÜRÜMCÜK ELBISE,10,ELBISE,LASTIK HAZIRLIK,DÜZ,34,8.0,11.85
504,2225249 BUBBLE TEE T-SHIRT,504,T-SHIRT,ÜRÜN KATLAMA,MANUEL,520,10.58,11.85
513,2219642 VARAK BASKILI T-SHIRT,513,T-SHIRT,BIYE UCU TUTTURMA,DÜZ,1761,13.0,11.84
486,SBKS24DSPO2-BUB59 ELBISE,486,ELBISE,KART TAKMA,MANUEL,1661,10.0,11.83
390,MSKW24HMIXS  MAVI PARÇALI TSHIRT,390,T-SHIRT,KOL TEPESI BÜZGÜ,DÜZ,54,12.0,11.81
405,2222582 COMPONI,405,ELBISE,KART TAKMA,MANUEL,237,12.0,11.81
87,2233337 SET SALOPET,87,ELBISE,TALIMAT HAZIRLIK,DÜZ,1408,10.0,11.81
482,2219384 PALAZZO TSHIRT,482,T-SHIRT,KART TAKMA,MANUEL,2006,10.0,11.81
