SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,ModelID,SipID,HataAdi,HataAdedi,Tarih
6412,BEBEK,T-Shirt,Kısa Kol,317,295,GİR-ÇIK EŞTSZ.,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KUMAŞ LEKE,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,AYAR AÇIKLIĞI,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KAPTIRMA,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,PATLAK,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ ATLAMASI,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,EKSİK DİKİŞ,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ ATLAMASI,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ ATLAMASI,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,AYAR AÇIKLIĞI,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,PATLAK,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KAPTIRMA,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,EKSİK DİKİŞ,1,2024-02-17
6412,BEBEK,T-Shirt,Kısa Kol,317,295,JUT,1,2024-02-16
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KUMAŞ LEKE,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,GİR-ÇIK EŞTSZ.,1,2024-01-13
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-26
22113,ÇOCUK,Elbise,3/4 kol,309,287,AKSESUAR HATASI,1,2024-01-24
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ DÜŞMESİ,1,2024-01-18
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KUMAS DEFOSU,1,2024-01-18
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ ATLAMASI,1,2024-01-18
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-23
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-10
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-20
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-19
22113,ÇOCUK,Elbise,3/4 kol,309,287,İP,1,2024-01-24
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ YÖNÜ TERS,1,2024-01-13
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-24
22113,ÇOCUK,Elbise,3/4 kol,309,287,İP,1,2024-01-24
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,1,2024-01-24
22113,ÇOCUK,Elbise,3/4 kol,309,287,AYAR AÇIKLIĞI,1,2024-01-24
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-25
22113,ÇOCUK,Elbise,3/4 kol,309,287,SIMETRI,1,2024-01-25
22113,ÇOCUK,Elbise,3/4 kol,309,287,DİKİŞ DÜŞMESİ,1,2024-01-25
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-18
14162,BAYAN,T-Shirt,Uzun Kol,306,284,GİR-ÇIK EŞTSZ.,1,2024-01-17
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-17
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ DÜŞMESİ,1,2024-01-17
14162,BAYAN,T-Shirt,Uzun Kol,306,284,GİR-ÇIK EŞTSZ.,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,BÜZGÜ DAĞILIMI,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,AYAR AÇIKLIĞI,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ DALGALANMASI,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ ATLAMASI,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ GÖRÜNMESİ,1,2024-01-16
14162,BAYAN,T-Shirt,Uzun Kol,306,284,DİKİŞ ATLAMASI,1,2024-01-15
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-15
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-17
14162,BAYAN,T-Shirt,Uzun Kol,306,284,EKSİK DİKİŞ,1,2024-01-16
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-16
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-22
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-23
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ GÖRÜNMESİ,1,2023-12-26
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ GÖRÜNMESİ,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ GÖRÜNMESİ,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,AKSESUAR HATASI,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DÜŞMESİ,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DALGALANMASI,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,NAKIS HATASI,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-26
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,PATLAK,1,2023-12-22
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,RENK FARKI,1,2023-12-26
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-26
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,SIMETRI,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,GİR-ÇIK EŞTSZ.,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK AKSESUAR,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-25
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-22
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-23
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,EKSİK DİKİŞ,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİM LEKE,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,GİR-ÇIK EŞTSZ.,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2024-01-16
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ DÜŞMESİ,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-13
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-13
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-21
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-20
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,JUT,1,2023-12-22
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ GÖRÜNMESİ,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK DİKİŞ,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ YÖNÜ TERS,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAS DEFOSU,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK AKSESUAR,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK DİKİŞ,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DALGALANMASI,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,SIMETRI,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK DİKİŞ,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,İĞNE DELİĞİ,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,SIMETRI,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ YÖNÜ TERS,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2024-01-02
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2024-01-03
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2024-01-03
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,RENK FARKI,1,2023-12-20
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DÜŞMESİ,1,2023-12-20
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,JUT,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,EKSİK AKSESUAR,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAS DEFOSU,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAS DEFOSU,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,SIMETRI,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,AKSESUAR HATASI,1,2023-12-27
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KAPTIRMA,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DALGALANMASI,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ ATLAMASI,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,SIMETRI,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,RENK FARKI,1,2023-12-28
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,RENK FARKI,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,PATLAK,1,2023-12-29
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,KUMAŞ LEKE,1,2023-12-29
32073,BAYAN,T-Shirt,Uzun Kol,297,275,EKSİK DİKİŞ,1,2024-01-16
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-27
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-27
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-15
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2023-12-14
32073,BAYAN,T-Shirt,Uzun Kol,297,275,EKSİK DİKİŞ,1,2023-12-14
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-15
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ GÖRÜNMESİ,1,2023-12-14
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ ATLAMASI,1,2023-12-14
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ YÖNÜ TERS,1,2023-12-15
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-15
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ DALGALANMASI,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,EKSİK DİKİŞ,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,EKSİK DİKİŞ,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ ATLAMASI,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,RENK FARKI,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,BÜZGÜ DAĞILIMI,1,2023-12-18
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2023-12-14
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-14
15870,BAYAN,T-Shirt,Kısa Kol,300,278,KUMAS DEFOSU,1,2023-12-20
15870,BAYAN,T-Shirt,Kısa Kol,300,278,RENK FARKI,1,2023-12-25
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-23
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PİS PAY,1,2024-01-23
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-24
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM DEFOSU,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-09
15870,BAYAN,T-Shirt,Kısa Kol,300,278,JUT,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,DİKİŞ GÖRÜNMESİ,1,2023-12-25
15870,BAYAN,T-Shirt,Kısa Kol,300,278,İĞNE DELİĞİ,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,KUMAS DEFOSU,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,DİKİŞ YÖNÜ TERS,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,KUMAŞ LEKE,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,KUMAS DEFOSU,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,DİKİŞ YÖNÜ TERS,1,2024-01-03
15870,BAYAN,T-Shirt,Kısa Kol,300,278,KUMAS DEFOSU,1,2024-01-04
15870,BAYAN,T-Shirt,Kısa Kol,300,278,SIMETRI,1,2024-01-04
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,BÜZGÜ DAĞILIMI,1,2023-12-27
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ DÜŞMESİ,1,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,GİR-ÇIK EŞTSZ.,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2023-12-22
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-22
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-22
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-25
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,1,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ ATLAMASI,1,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ DALGALANMASI,1,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ ATLAMASI,1,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ YÖNÜ TERS,1,2023-12-26
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2023-12-27
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-21
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAS DEFOSU,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-19
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KUMAŞ LEKE,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,İĞNE DELİĞİ,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,AYAR AÇIKLIĞI,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,SIMETRI,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,DİKİŞ DÜŞMESİ,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,PATLAK,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,JUT,1,2023-12-20
32073,BAYAN,T-Shirt,Uzun Kol,297,275,KAPTIRMA,1,2023-12-20
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ KESİĞİ,1,2024-02-15
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KUMAŞ LEKE,1,2024-02-15
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KAPTIRMA,1,2024-02-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-19
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-16
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DÜŞMESİ,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,SIMETRI,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ ATLAMASI,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,SIMETRI,1,2024-03-18
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,İĞNE DELİĞİ,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DÜŞMESİ,1,2024-03-19
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-20
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-20
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-20
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-02-26
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ ATLAMASI,1,2024-02-26
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DALGALANMASI,1,2024-02-26
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-16
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-15
6412,BEBEK,T-Shirt,Kısa Kol,317,295,PATLAK,1,2024-02-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,PATLAK,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,SIMETRI,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-14
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,İĞNE DELİĞİ,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DÜŞMESİ,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-15
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-02-27
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-02-27
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,İĞNE DELİĞİ,1,2024-02-28
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK DİKİŞ,1,2024-02-29
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK DİKİŞ,1,2024-02-24
15910,BAYAN,Bluz,Uzun Kollu,324,301,KUMAŞ LEKE,1,2024-02-27
15910,BAYAN,Bluz,Uzun Kollu,324,301,PATLAK,1,2024-02-26
15910,BAYAN,Bluz,Uzun Kollu,324,301,KUMAŞ LEKE,1,2024-02-28
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK AKSESUAR,1,2024-02-28
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK AKSESUAR,1,2024-02-27
15910,BAYAN,Bluz,Uzun Kollu,324,301,SIMETRI,1,2024-02-28
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK AKSESUAR,1,2024-02-29
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ GÖRÜNMESİ,1,2024-02-28
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,DİKİŞ GÖRÜNMESİ,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,REGULA,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-10
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK DİKİŞ,1,2024-02-21
15910,BAYAN,Bluz,Uzun Kollu,324,301,AYAR AÇIKLIĞI,1,2024-02-21
15910,BAYAN,Bluz,Uzun Kollu,324,301,PATLAK,1,2024-02-20
15910,BAYAN,Bluz,Uzun Kollu,324,301,KUMAŞ LEKE,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-02-28
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-02-29
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-02-29
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK AKSESUAR,1,2024-03-01
15910,BAYAN,Bluz,Uzun Kollu,324,301,PİS PAY,1,2024-03-01
15910,BAYAN,Bluz,Uzun Kollu,324,301,GİR-ÇIK EŞTSZ.,1,2024-02-29
15910,BAYAN,Bluz,Uzun Kollu,324,301,KUMAŞ LEKE,1,2024-02-29
15910,BAYAN,Bluz,Uzun Kollu,324,301,EKSİK DİKİŞ,1,2024-03-02
15910,BAYAN,Bluz,Uzun Kollu,324,301,KAPTIRMA,1,2024-03-02
